iter	MultiClass
1579	0.9644800597
1580	0.9644284458
1581	0.9643807425
1582	0.9643325116
1583	0.9642698677
1584	0.9642520225
1585	0.9642248561
1586	0.9641677215
1587	0.9641312591
1588	0.9640984804
1589	0.9640648479
1590	0.9640373084
1591	0.9640158559
1592	0.9639911163
1593	0.9639514885
1594	0.9639220387
1595	0.9639020934
1596	0.9638641368
1597	0.9638222679
1598	0.9637886976
1599	0.9637756995
1600	0.9637300067
1601	0.9637034647
1602	0.9636671139
1603	0.9636436055
1604	0.9636298694
1605	0.9635477824
1606	0.9635283831
1607	0.9634969486
1608	0.9634700755
1609	0.9634417703
1610	0.9633637578
1611	0.9633139421
1612	0.9632811116
1613	0.9632469268
1614	0.963215951
1615	0.9631976735
1616	0.9631815889
1617	0.9631637168
1618	0.9631304731
1619	0.9630941703
1620	0.9630407395
1621	0.9629914881
1622	0.9629517701
1623	0.9629061416
1624	0.9628621551
1625	0.9627987211
1626	0.9627594923
1627	0.9627030142
1628	0.9626543871
1629	0.9626116235
1630	0.962582798
1631	0.9625635599
1632	0.9625324992
1633	0.9625091134
1634	0.9624608042
1635	0.9624190492
1636	0.9623552393
1637	0.9623095792
1638	0.9622900886
1639	0.9622485222
1640	0.9622008206
1641	0.9621647311
1642	0.9621237789
1643	0.9620785316
1644	0.9620589961
1645	0.9620371664
1646	0.962009143
1647	0.961956343
1648	0.9619155473
1649	0.9618751696
1650	0.9618468064
1651	0.9618162925
1652	0.9617865914
1653	0.9617543887
1654	0.9617259074
1655	0.9616823376
1656	0.9616199638
1657	0.9615961238
1658	0.9615379255
1659	0.9615149246
1660	0.9615007157
1661	0.9614821015
1662	0.9614692773
1663	0.96142281
1664	0.9613866749
1665	0.9613424329
1666	0.9613205051
1667	0.9612680542
1668	0.9612221752
1669	0.9611794681
1670	0.9611249316
1671	0.9610955206
1672	0.9610398919
1673	0.9609683713
1674	0.960950343
1675	0.9609177761
1676	0.9608870354
1677	0.9608723033
1678	0.9608437239
1679	0.9607917894
1680	0.9607489042
1681	0.960706333
1682	0.9606668277
1683	0.9606370647
1684	0.9605915892
1685	0.9605590246
1686	0.9605308598
1687	0.9604662869
1688	0.9604148045
1689	0.9603709266
1690	0.9603198271
1691	0.9602734687
1692	0.9602232691
1693	0.9601946088
1694	0.9601590513
1695	0.960095379
1696	0.9600480285
1697	0.9600221558
1698	0.9599852818
1699	0.9599754113
1700	0.9599247665
1701	0.9599075706
1702	0.9598808125
1703	0.9598561452
1704	0.9598328783
1705	0.9597998469
1706	0.9597756221
1707	0.9597475328
1708	0.9597165167
1709	0.9596914692
1710	0.959668427
1711	0.9596334784
1712	0.9596033428
1713	0.9595520327
1714	0.9595395962
1715	0.9595177542
1716	0.959495765
1717	0.9594553472
1718	0.9594316463
1719	0.9594024573
1720	0.9593634476
1721	0.9593069375
1722	0.9592695006
1723	0.9592155519
1724	0.9591700986
1725	0.9591571475
1726	0.9590933186
1727	0.9590632785
1728	0.9590225821
1729	0.9590020416
1730	0.9589651326
1731	0.958934061
1732	0.9589118891
1733	0.9588958961
1734	0.9588788795
1735	0.958824512
1736	0.9588015725
1737	0.9587619861
1738	0.9587452442
1739	0.9586868437
1740	0.9586678097
1741	0.9586162602
1742	0.9585507931
1743	0.9585066894
1744	0.9584567224
1745	0.9584234145
1746	0.958374332
1747	0.9583455843
1748	0.9583180229
1749	0.9583060612
1750	0.9582632504
1751	0.9582434258
1752	0.958221093
1753	0.9581855913
1754	0.9581282922
1755	0.9580787372
1756	0.9580404009
1757	0.958026316
1758	0.9579910217
1759	0.9579744246
1760	0.9579364302
1761	0.9579224277
1762	0.9578792559
1763	0.9578406275
1764	0.9577921237
1765	0.957778745
1766	0.9577213416
1767	0.9577021302
1768	0.9576689461
1769	0.9576270012
1770	0.9575790839
1771	0.9575610552
1772	0.9575272565
1773	0.9575052322
1774	0.9574613725
1775	0.9574394754
1776	0.9573839072
1777	0.9573648331
1778	0.957344324
1779	0.9573019513
1780	0.9572715589
1781	0.9572500233
1782	0.9572207827
1783	0.9571828965
1784	0.9571203269
1785	0.9570886481
1786	0.957028634
1787	0.9569929411
1788	0.9569349833
1789	0.9569114217
1790	0.9568645545
1791	0.9568256025
1792	0.9568092879
1793	0.9567677562
1794	0.9567322624
1795	0.9567155334
1796	0.9566467468
1797	0.956637403
1798	0.9565909795
1799	0.9565548173
1800	0.9565369476
1801	0.9565156605
1802	0.9564501837
1803	0.9564102637
1804	0.9564049139
1805	0.9563659761
1806	0.9563186369
1807	0.9562785456
1808	0.9562606385
1809	0.9562325813
1810	0.9562130978
1811	0.9561614132
1812	0.9560915647
1813	0.9560684109
1814	0.9560478253
1815	0.9560230187
1816	0.9559764283
1817	0.9559380344
1818	0.9558995133
1819	0.9558745259
1820	0.9558586743
1821	0.9558183793
1822	0.955783567
1823	0.9557614751
1824	0.9557498785
1825	0.9557028675
1826	0.9556548922
1827	0.9556224616
1828	0.9555975108
1829	0.9555686663
1830	0.9555469622
1831	0.9555042074
1832	0.9554509022
1833	0.9554432092
1834	0.9554276281
1835	0.9553524019
1836	0.9552905266
1837	0.9552698128
1838	0.9552452552
1839	0.9552212745
1840	0.9551953876
1841	0.9551680137
1842	0.9551321184
1843	0.955087326
1844	0.955049307
1845	0.9550212389
1846	0.9550025804
1847	0.9549529804
1848	0.9549139153
1849	0.9548799879
1850	0.9548353836
1851	0.9548129169
1852	0.954771429
1853	0.9547550077
1854	0.9547235838
1855	0.9546927933
1856	0.9546776266
1857	0.954647877
1858	0.9546245967
1859	0.9545976652
1860	0.9545349116
1861	0.9545139054
1862	0.9544783082
1863	0.9544436408
1864	0.9544014799
1865	0.9543669909
1866	0.9543621762
1867	0.9543374228
1868	0.9543065884
1869	0.9542534268
1870	0.9541750273
1871	0.9541285256
1872	0.9540938602
1873	0.9540586884
1874	0.9540255741
1875	0.9539665107
1876	0.9539369701
1877	0.9539135515
1878	0.9538948046
1879	0.9538798553
1880	0.9538342009
1881	0.9538173866
1882	0.9537891324
1883	0.9537636963
1884	0.9537325966
1885	0.9537092375
1886	0.9536875886
1887	0.9536616247
1888	0.9536210353
1889	0.9535957473
1890	0.9535598611
1891	0.9535435602
1892	0.9535166244
1893	0.9534925621
1894	0.9534644103
1895	0.9534012743
1896	0.9533564932
1897	0.9533329639
1898	0.953274492
1899	0.9532543724
1900	0.9532155636
1901	0.9531495549
1902	0.953115538
1903	0.9530760479
1904	0.9530523712
1905	0.9530156652
1906	0.9529501221
1907	0.9529129125
1908	0.9528733538
1909	0.9528419019
1910	0.9528172383
1911	0.9527782653
1912	0.9527578918
1913	0.9527139787
1914	0.9526477654
1915	0.9526094115
1916	0.9525629686
1917	0.9525496042
1918	0.9525408685
1919	0.9524960022
1920	0.9524643655
1921	0.9524491133
1922	0.9524318983
1923	0.9523919109
1924	0.9523426218
1925	0.9523211679
1926	0.9522970752
1927	0.9522545068
1928	0.9522123439
1929	0.9521700556
1930	0.9521480436
1931	0.9521165101
1932	0.952075003
1933	0.9520427454
1934	0.9520226866
1935	0.95200258
1936	0.95194689
1937	0.9518991035
1938	0.9518896529
1939	0.9518714282
1940	0.951854956
1941	0.9518052984
1942	0.9517841535
1943	0.9517714108
1944	0.9517045504
1945	0.9516808152
1946	0.9516618619
1947	0.9516530119
1948	0.9516303965
1949	0.9515951186
1950	0.9515779919
1951	0.951534883
1952	0.9514853106
1953	0.9514271753
1954	0.9514125124
1955	0.9514020844
1956	0.9513635031
1957	0.9513399209
1958	0.9512969754
1959	0.9512455028
1960	0.9512365605
1961	0.9512159182
1962	0.9511779791
1963	0.9511195332
1964	0.9510780168
1965	0.951054602
1966	0.9510446606
1967	0.9510046636
1968	0.9509624601
1969	0.9509442474
1970	0.950892928
1971	0.9508525924
1972	0.9508283685
1973	0.9507633233
1974	0.9507361373
1975	0.9507075631
1976	0.9506693387
1977	0.9506413238
1978	0.9506188524
1979	0.950594955
1980	0.9505502141
1981	0.9505291063
1982	0.9504786386
1983	0.9504443638
1984	0.9504102555
1985	0.9503997497
1986	0.9503361313
1987	0.9503100103
1988	0.9502799409
1989	0.9502511354
1990	0.9502336425
1991	0.9501887551
1992	0.9501469392
1993	0.9500965333
1994	0.9500701921
1995	0.9500420232
1996	0.9499942173
1997	0.9499564102
1998	0.9499353176
1999	0.9499073732
