iter	MultiClass
350	1.022611144
351	1.022506267
352	1.02238328
353	1.022215011
354	1.022087019
355	1.021971534
356	1.021857302
357	1.021747713
358	1.02170139
359	1.021646273
360	1.02159901
361	1.021448846
362	1.021364299
363	1.021267234
364	1.02118418
365	1.021075195
366	1.021068596
367	1.021002396
368	1.020898909
369	1.020840785
370	1.020704289
371	1.020614972
372	1.020515873
373	1.020408583
374	1.020386144
375	1.02031211
376	1.020245546
377	1.020144124
378	1.020007908
379	1.019953365
380	1.019895941
381	1.019776962
382	1.019697688
383	1.019633351
384	1.019558446
385	1.019509166
386	1.019441926
387	1.019334448
388	1.019248237
389	1.019183225
390	1.01910498
391	1.019059692
392	1.018998954
393	1.018908672
394	1.018810112
395	1.018711031
396	1.018680972
397	1.018616374
398	1.018521039
399	1.018451949
400	1.018352811
401	1.018268467
402	1.018173844
403	1.018094374
404	1.018002155
405	1.01790564
406	1.017827481
407	1.017733953
408	1.01766645
409	1.017559102
410	1.017451141
411	1.017396328
412	1.017338049
413	1.017259665
414	1.017190402
415	1.017126304
416	1.017025681
417	1.0169309
418	1.01685859
419	1.01678015
420	1.016680343
421	1.016588875
422	1.016494351
423	1.016423357
424	1.016351139
425	1.016264021
426	1.016208671
427	1.016142939
428	1.016067329
429	1.016031338
430	1.015937492
431	1.015915734
432	1.015824563
433	1.015733086
434	1.015635674
435	1.015569053
436	1.0154562
437	1.015420246
438	1.015315393
439	1.01528405
440	1.015182045
441	1.015148165
442	1.015046631
443	1.015017114
444	1.014895803
445	1.014819589
446	1.014770787
447	1.014718416
448	1.014648512
449	1.014589936
450	1.014523088
451	1.014477022
452	1.014415701
453	1.014347257
454	1.014259536
455	1.014159392
456	1.014044921
457	1.013978762
458	1.013923743
459	1.013823252
460	1.013780766
461	1.01369591
462	1.013640463
463	1.013536094
464	1.013444818
465	1.013382565
466	1.013325777
467	1.013242591
468	1.013206591
469	1.013113133
470	1.013089214
471	1.013020203
472	1.012980044
473	1.012896256
474	1.012800087
475	1.012733034
476	1.012668445
477	1.012607178
478	1.012584304
479	1.012511769
480	1.01245231
481	1.012419997
482	1.012382776
483	1.012336684
484	1.012225717
485	1.012206015
486	1.012167314
487	1.012082085
488	1.012045906
489	1.011987172
490	1.011964658
491	1.011883756
492	1.011818799
493	1.011774717
494	1.011745584
495	1.011700664
496	1.011669011
497	1.011586222
498	1.011520176
499	1.011444401
500	1.011375068
501	1.011306591
502	1.011248265
503	1.011220197
504	1.011125841
505	1.01107533
506	1.010969633
507	1.01089816
508	1.010786609
509	1.010741124
510	1.010708418
511	1.010651481
512	1.010563117
513	1.010496172
514	1.010454682
515	1.010401884
516	1.010348362
517	1.010305778
518	1.010243257
519	1.01020392
520	1.010130769
521	1.010032621
522	1.009966335
523	1.009943569
524	1.009899102
525	1.009853576
526	1.009822749
527	1.009763338
528	1.009699022
529	1.009617236
530	1.009551157
531	1.009505993
532	1.009420613
533	1.009355917
534	1.009325483
535	1.009260996
536	1.009204636
537	1.009104663
538	1.009029843
539	1.008979671
540	1.008954171
541	1.008885758
542	1.008843416
543	1.008798568
544	1.00874849
545	1.008723803
546	1.008701869
547	1.008633323
548	1.008575321
549	1.00852646
550	1.008465595
551	1.008371941
552	1.008304724
553	1.008242472
554	1.008200552
555	1.008179485
556	1.00807923
557	1.008027436
558	1.007999164
559	1.007949424
560	1.007932867
561	1.007865387
562	1.007783235
563	1.007739775
564	1.007709079
565	1.007660757
566	1.007638617
567	1.007601072
568	1.007568917
569	1.007513795
570	1.007466366
571	1.007362074
572	1.007313617
573	1.007287019
574	1.00721356
575	1.007185759
576	1.007140906
577	1.007138978
578	1.007114745
579	1.00701593
580	1.006992811
581	1.006941919
582	1.006829222
583	1.006780766
584	1.006697678
585	1.006652412
586	1.006626623
587	1.006595033
588	1.006579556
589	1.006530308
590	1.00643999
591	1.006400884
592	1.006325953
593	1.006307758
594	1.00626244
595	1.006232929
596	1.006188535
597	1.006127082
598	1.006086234
599	1.006004852
600	1.005945438
601	1.005866656
602	1.005787562
603	1.005754523
604	1.005689187
605	1.005617191
606	1.005586458
607	1.005501274
608	1.005468176
609	1.005402703
610	1.005343016
611	1.005275237
612	1.005232007
613	1.005184857
614	1.005091016
615	1.005042162
616	1.004976521
617	1.004926561
618	1.004870306
619	1.0048177
620	1.004791349
621	1.004740289
622	1.004708455
623	1.004664285
624	1.004639801
625	1.004587744
626	1.004519558
627	1.004498864
628	1.004425089
629	1.004385467
630	1.004316906
631	1.004272558
632	1.004219406
633	1.004156868
634	1.004126604
635	1.004061123
636	1.004015815
637	1.003934237
638	1.00385631
639	1.003807069
640	1.003736545
641	1.00370052
642	1.003669481
643	1.003624836
644	1.003580977
645	1.003497474
646	1.003454401
647	1.003412514
648	1.003321277
649	1.003280262
650	1.003221607
651	1.003190372
652	1.003140838
653	1.00307452
654	1.002988189
655	1.002952575
656	1.002930204
657	1.002902675
658	1.002890507
659	1.002826596
660	1.002793285
661	1.002710982
662	1.002672835
663	1.002613299
664	1.002565064
665	1.002488555
666	1.002431596
667	1.002339946
668	1.002259958
669	1.002203226
670	1.002160626
671	1.002118132
672	1.00204912
673	1.001977539
674	1.001909651
675	1.001873007
676	1.00184863
677	1.001778216
678	1.001754247
679	1.001725595
680	1.001660917
681	1.001653304
682	1.001644998
683	1.001618204
684	1.001581001
685	1.001558612
686	1.001522846
687	1.001453546
688	1.001414395
689	1.00138975
690	1.001315938
691	1.00125479
692	1.001209521
693	1.00119784
694	1.001174686
695	1.001133006
696	1.001096892
697	1.001069134
698	1.000995164
699	1.000969456
700	1.00092985
701	1.000886869
702	1.000845125
703	1.000839474
704	1.000793328
705	1.000743682
706	1.000711244
707	1.000687398
708	1.000657617
709	1.000596035
710	1.000543764
711	1.000513468
712	1.000486873
713	1.00042981
714	1.000371944
715	1.000312751
716	1.000294292
717	1.00028399
718	1.000217331
719	1.000182574
720	1.000110134
721	1.000059319
722	1.000012579
723	1.000000918
724	0.9999629809
725	0.9999195204
726	0.999878057
727	0.999862504
728	0.9997962192
729	0.9997373388
730	0.9997340942
731	0.9996722774
732	0.9996298788
733	0.9996123594
734	0.9995415861
735	0.9994883419
736	0.9994522351
737	0.9994039299
738	0.9993205378
739	0.999273141
740	0.9991851378
741	0.9991484745
742	0.999064716
743	0.9990232034
744	0.9989627056
745	0.9989379394
746	0.9989228111
747	0.9989111286
748	0.9988740261
749	0.9988114375
750	0.9987609221
751	0.9986983525
752	0.99866312
753	0.9986319941
754	0.9986132846
755	0.9985858668
756	0.9985544462
757	0.998535482
758	0.998484761
759	0.9984655237
760	0.9984436483
761	0.9983805817
762	0.9983275397
763	0.9982892672
764	0.9982375721
765	0.998219448
766	0.9981928937
767	0.9981611769
768	0.9981294979
769	0.9981056197
770	0.9980533713
771	0.9979918029
772	0.9979487254
773	0.9979181956
774	0.9979177624
775	0.9978767555
776	0.997838368
777	0.9977972669
778	0.9977505373
779	0.9977193882
780	0.9976999269
781	0.9976258818
782	0.9976023748
783	0.997577765
784	0.9975243438
785	0.9974997002
786	0.997467092
787	0.9974239785
788	0.9973958787
789	0.9973289002
790	0.9972879288
791	0.997224246
792	0.9972030088
793	0.9971334567
794	0.9970701667
795	0.9970496412
796	0.9969937214
797	0.9969907322
798	0.996961866
799	0.9969371616
800	0.9968925843
801	0.9968669207
802	0.9968628912
803	0.996837265
804	0.9967696586
805	0.9967139676
806	0.9967138637
807	0.9966665195
808	0.9966186235
809	0.9965761366
810	0.996529117
811	0.9965049528
812	0.9964958757
813	0.996468851
814	0.9964200501
815	0.9963797381
816	0.9963495477
817	0.9963060405
818	0.9962731545
819	0.9962131973
820	0.9961833964
821	0.9961411032
822	0.9960941063
823	0.9960705632
824	0.9960172489
825	0.9959558359
826	0.9959027882
827	0.9958465072
828	0.9958142479
829	0.9958037274
830	0.9957508757
831	0.9957301639
832	0.9957150628
833	0.9956899371
834	0.9956430413
835	0.9956015451
836	0.9955518275
837	0.9955273573
838	0.9955159954
839	0.9954947265
840	0.9954356835
841	0.99542088
842	0.9953724711
843	0.9953668032
844	0.9953029861
845	0.9952612991
846	0.9952047024
847	0.9951806018
848	0.9951660035
849	0.9950999105
850	0.9950675869
851	0.9950296563
852	0.9950029664
853	0.9949450969
854	0.9948800534
855	0.9947968806
856	0.9947253701
857	0.9946469872
858	0.9946029592
859	0.9945690502
860	0.9945546332
861	0.9945391179
862	0.9944902453
863	0.9944446231
864	0.9943848685
865	0.9943210601
866	0.99429354
867	0.9942327936
868	0.9941731064
869	0.9941305634
870	0.9940972991
871	0.9940737055
872	0.9940034429
873	0.9939570921
874	0.9939409123
875	0.9938646265
876	0.9938398096
877	0.9938163762
878	0.9937522796
879	0.9937133566
880	0.9936676533
881	0.9936452595
882	0.9935965321
883	0.993577739
884	0.9935548392
885	0.9935381291
886	0.9935039577
887	0.9934837847
888	0.9934484496
889	0.993407533
890	0.9933662168
891	0.993327221
892	0.9932909791
893	0.993262927
894	0.993230171
895	0.9931948787
896	0.9931335681
897	0.9930804509
898	0.9930675505
899	0.9930090747
900	0.992965792
901	0.9929273189
902	0.9928844593
903	0.9928428914
904	0.9928232287
905	0.992775456
906	0.9927440771
907	0.9927119855
908	0.9926981328
909	0.9926596877
910	0.9926289025
911	0.9925531158
912	0.9925059618
913	0.9924540348
914	0.9924436154
915	0.9923590347
916	0.9922887028
917	0.9922178248
918	0.9921532981
919	0.9920944239
920	0.9920214545
921	0.9919939693
922	0.9919655723
923	0.9919114163
924	0.9918547915
925	0.9918106795
926	0.9917682139
927	0.9917146312
928	0.9916939944
929	0.9916552405
930	0.9916333232
931	0.991596203
932	0.9915809269
933	0.9915404019
934	0.9914939212
935	0.9914626853
936	0.9914560313
937	0.9913988549
938	0.9913299596
939	0.9912779519
940	0.9912439849
941	0.9911907949
942	0.9911572744
943	0.9910985307
944	0.9910243873
945	0.9909648891
946	0.9909388305
947	0.9908896195
948	0.9908183226
949	0.9907460845
950	0.9907068047
951	0.990641252
952	0.9906037438
953	0.9905713877
954	0.9904910191
955	0.9904363827
956	0.9903710608
957	0.9903237204
958	0.9902752592
959	0.9902478156
960	0.9901850335
961	0.9901402824
962	0.9900947379
963	0.9900491766
964	0.9899818256
965	0.989902572
966	0.9898882341
967	0.9898228775
968	0.989786135
969	0.989747129
970	0.9897173063
971	0.9896502156
972	0.9895972995
973	0.9895327498
974	0.9894940769
975	0.989439285
976	0.989384141
977	0.9893401367
978	0.9893223475
979	0.9892997514
980	0.9892871484
981	0.9892570627
982	0.989194585
983	0.9891606958
984	0.9891236048
985	0.9890581766
986	0.9890384315
987	0.9889939978
988	0.9889653159
989	0.9889167492
990	0.9888403338
991	0.9887816627
992	0.9887424236
993	0.9886876078
994	0.9886545921
995	0.9885938134
996	0.9885465485
997	0.9885181924
998	0.9884945335
999	0.9884524454
1000	0.9884273797
1001	0.9883866632
1002	0.9883825276
1003	0.988348502
1004	0.9882811848
1005	0.9882484279
1006	0.9882123964
1007	0.9881415902
1008	0.9880962198
1009	0.9880455894
1010	0.988019275
1011	0.9879966056
1012	0.9879565845
1013	0.9878992474
1014	0.9878583754
1015	0.9878117541
1016	0.9877597836
1017	0.9877277558
1018	0.9876521686
1019	0.9875838215
1020	0.9875279004
1021	0.9874884396
1022	0.9874377766
1023	0.9873891153
1024	0.9873371053
1025	0.9872849826
1026	0.9872122258
1027	0.9871450565
1028	0.9871132675
1029	0.987050259
1030	0.9869805323
1031	0.9869252806
1032	0.9868991864
1033	0.9868623819
1034	0.9868151305
1035	0.9867637669
1036	0.9867513479
1037	0.9866865844
1038	0.9866067669
1039	0.9865589895
1040	0.986526361
1041	0.9864657143
1042	0.9863988761
1043	0.9863553577
1044	0.9862881683
1045	0.9862473268
1046	0.9861968505
1047	0.9861301009
1048	0.9860779396
1049	0.9859941066
1050	0.985967548
1051	0.9859135592
1052	0.9858670907
1053	0.9858127535
1054	0.985782333
1055	0.985731576
1056	0.98569363
1057	0.9856442243
1058	0.9855757544
1059	0.9855380852
1060	0.9855123106
1061	0.9854871552
1062	0.9854653613
1063	0.9853962545
1064	0.9853555877
1065	0.9853292212
1066	0.9852746056
1067	0.9852204823
1068	0.9851836859
1069	0.9851029584
1070	0.9850721719
1071	0.9850084222
1072	0.9849405087
1073	0.9849143176
1074	0.9848769443
1075	0.9848343355
1076	0.9847735844
1077	0.9847496401
1078	0.9847316373
1079	0.98469173
1080	0.9846513592
1081	0.9846186754
1082	0.9845855908
1083	0.9845367919
1084	0.9844955724
1085	0.9844555288
1086	0.9844155797
1087	0.9843618757
1088	0.9842885013
1089	0.9842186323
1090	0.9841759072
1091	0.9841226989
1092	0.9840675625
1093	0.9840292117
1094	0.9839750577
1095	0.9839587609
1096	0.9839131302
1097	0.9838484909
1098	0.9837992908
1099	0.983747797
1100	0.9836994476
1101	0.9836673681
1102	0.9836087474
1103	0.9835763116
1104	0.983528619
1105	0.9834866487
1106	0.9834448325
1107	0.9833777889
1108	0.9833396291
1109	0.983310197
1110	0.9832727497
1111	0.9832536134
1112	0.9832393907
1113	0.9831901216
1114	0.9831576978
1115	0.9830881655
1116	0.9830225049
1117	0.9830010702
1118	0.982960517
1119	0.9829163466
1120	0.9828859409
1121	0.9828448212
1122	0.9827968506
1123	0.9827145514
1124	0.9826868675
1125	0.9826598114
1126	0.9825967879
1127	0.9825452007
1128	0.9825018272
1129	0.9824430898
1130	0.9824248999
1131	0.9823783729
1132	0.9823261606
1133	0.9822778236
1134	0.9822453779
1135	0.9821894273
1136	0.9821587102
1137	0.9821197105
1138	0.982056324
1139	0.9820185594
1140	0.9820107638
1141	0.9819645849
1142	0.9819164361
1143	0.9819005128
1144	0.9818578285
1145	0.9818372111
1146	0.9817823359
1147	0.9817573912
1148	0.9816988883
1149	0.9816885536
1150	0.9816498901
1151	0.9816118083
1152	0.9816010457
1153	0.9815662219
1154	0.9814901186
1155	0.9814405991
1156	0.9814104325
1157	0.9813735468
1158	0.9813545744
1159	0.9813066219
1160	0.9812826892
1161	0.9812111933
1162	0.9811524326
1163	0.9811334257
1164	0.9810961664
1165	0.9810870847
1166	0.9810505936
1167	0.9810174081
1168	0.9809690285
1169	0.9809149257
1170	0.9808945196
1171	0.9808544266
1172	0.9807855081
1173	0.9807094911
1174	0.980667797
1175	0.9806312898
1176	0.9805883052
1177	0.9805425799
1178	0.9805115485
1179	0.9804431092
1180	0.9804179903
1181	0.9803802227
1182	0.9803472889
1183	0.9802876456
1184	0.9802275138
1185	0.9801863244
1186	0.9801567931
1187	0.9801084575
1188	0.9800633628
1189	0.9800160612
1190	0.9799463799
1191	0.9798983153
1192	0.9798358445
1193	0.9798106028
1194	0.9797198781
1195	0.9796581159
1196	0.9796254602
1197	0.9796003401
1198	0.9795491627
1199	0.9794836653
1200	0.9794376092
1201	0.9794158834
1202	0.9793686476
1203	0.9793008836
1204	0.9792378749
1205	0.9792242156
1206	0.9791770628
1207	0.9791485452
1208	0.9791174318
1209	0.9790576769
1210	0.9790260818
1211	0.9789600383
1212	0.9789253975
1213	0.9789153645
1214	0.9788775599
1215	0.9788546423
1216	0.9788037758
1217	0.9787285734
1218	0.978708466
1219	0.9786574035
1220	0.9786199608
1221	0.9785944445
1222	0.9785337562
1223	0.97848272
1224	0.9784435673
1225	0.9783755141
1226	0.9783386588
1227	0.9782945587
1228	0.9782329702
1229	0.9781891777
1230	0.9781377051
1231	0.9780748918
1232	0.9780456977
1233	0.9780269068
1234	0.9779602919
1235	0.9779247468
1236	0.9778828986
1237	0.977839617
1238	0.9777921267
1239	0.9777692412
1240	0.9777093076
1241	0.97767442
1242	0.977657106
1243	0.9776297326
1244	0.9775987051
1245	0.9775554919
1246	0.9775028056
1247	0.9774691222
1248	0.9774414404
1249	0.9773738788
1250	0.9773582408
1251	0.9772992085
1252	0.9772427691
1253	0.9771760729
1254	0.9771310897
1255	0.9770902039
1256	0.9770177136
1257	0.9769936862
1258	0.9769472425
1259	0.9769202884
1260	0.9768887587
1261	0.9768292508
1262	0.9768032872
1263	0.9767816375
1264	0.9767079065
1265	0.9766675173
1266	0.9766221183
1267	0.9765767758
1268	0.9765181344
1269	0.9764638427
1270	0.9764102222
1271	0.9763801344
1272	0.9763489784
1273	0.9763109398
1274	0.9762909422
1275	0.9762469837
1276	0.9762215863
1277	0.976194919
1278	0.9761546105
1279	0.9761017965
1280	0.9760270045
1281	0.9759540318
1282	0.975923341
1283	0.9758984122
1284	0.9758731022
1285	0.9758173446
1286	0.9757837915
1287	0.9757543252
1288	0.975729407
1289	0.9756933955
1290	0.9756604384
1291	0.9756174448
1292	0.9755740203
1293	0.9755232747
1294	0.9754918086
1295	0.9754427768
1296	0.97542575
1297	0.9753751309
1298	0.9753441475
1299	0.9753164841
1300	0.9752641744
1301	0.9751941312
1302	0.97517339
1303	0.9750992808
1304	0.9750561316
1305	0.9750299412
1306	0.9749574316
1307	0.9749007166
1308	0.9748504243
1309	0.9748040427
1310	0.9747542821
1311	0.974736763
1312	0.9746700968
1313	0.9746128862
1314	0.9745801451
1315	0.9745532623
1316	0.9745328854
1317	0.9744719017
1318	0.9744277142
1319	0.9743820745
1320	0.9743496958
1321	0.9743025076
1322	0.974266184
1323	0.9742273472
1324	0.9742009199
1325	0.9741657608
1326	0.9741337705
1327	0.9741016223
1328	0.9740606196
1329	0.9740155078
1330	0.9739657861
1331	0.9739019225
1332	0.9738908352
1333	0.9738462846
1334	0.9738145316
1335	0.9737563343
1336	0.9737284792
1337	0.9737157652
1338	0.9736836645
1339	0.9736446218
1340	0.9736049541
1341	0.9735597634
1342	0.9735129757
1343	0.9734999565
1344	0.9734792099
1345	0.973441707
1346	0.9734080863
1347	0.9733702986
1348	0.9733230234
1349	0.973276234
1350	0.9732187871
1351	0.9731580734
1352	0.9731187054
1353	0.973078536
1354	0.9730260516
1355	0.9730025044
1356	0.9729678847
1357	0.9729133953
1358	0.9728399796
1359	0.9727947458
1360	0.9727322171
1361	0.9726949911
1362	0.9726708633
1363	0.9726205873
1364	0.9725872278
1365	0.9725601772
1366	0.9725233875
1367	0.9724764822
1368	0.9724270789
1369	0.9723462078
1370	0.9722949421
1371	0.9722546693
1372	0.9722108111
1373	0.9721747736
1374	0.9721614817
1375	0.9721217125
1376	0.9720897289
1377	0.9720682227
1378	0.9719912503
1379	0.9719595725
1380	0.971911887
1381	0.9718907619
1382	0.971856367
1383	0.9718370229
1384	0.9718085562
1385	0.9717907854
1386	0.9717549071
1387	0.9716817842
1388	0.9716471037
1389	0.971619782
1390	0.971575052
1391	0.9715544372
1392	0.9715277936
1393	0.9714916598
1394	0.9714520989
1395	0.9713858059
1396	0.9713172542
1397	0.9712703151
1398	0.9712252813
1399	0.9712100043
1400	0.9711459988
1401	0.9711230875
1402	0.9710667453
1403	0.9710305044
1404	0.9709997953
1405	0.9709517021
1406	0.970932637
1407	0.970903595
1408	0.9708560909
1409	0.9708279982
1410	0.9707729542
1411	0.9707139277
1412	0.9706740263
1413	0.9706309218
1414	0.9705680154
1415	0.9705287807
1416	0.9704539722
1417	0.9704072215
1418	0.9703574496
1419	0.9703405717
1420	0.9702899931
1421	0.970228902
1422	0.9701965202
1423	0.970171723
1424	0.9701409452
1425	0.970112099
1426	0.970070016
1427	0.9700249175
1428	0.9699857491
1429	0.9699426115
1430	0.9699352839
1431	0.9698847985
1432	0.9698590903
1433	0.9698139731
1434	0.9697745274
1435	0.9697373045
1436	0.96971976
1437	0.969687933
1438	0.9696641333
1439	0.9695980451
1440	0.9695733778
1441	0.9695179498
1442	0.9694899901
1443	0.9694285607
1444	0.9693832785
1445	0.969335671
1446	0.9693207067
1447	0.9692901857
1448	0.9692640742
1449	0.9692181767
1450	0.9691897468
1451	0.9691395805
1452	0.9691208201
1453	0.9690888665
1454	0.9690425735
1455	0.9690089693
1456	0.9689932926
1457	0.9689802353
1458	0.9689660841
1459	0.968903887
1460	0.9688374044
1461	0.9688120915
1462	0.968761779
1463	0.9687087151
1464	0.9686735753
1465	0.9686420764
1466	0.9686302333
1467	0.9686116812
1468	0.9685929509
1469	0.9685553288
1470	0.9685163243
1471	0.968498766
1472	0.9684771917
1473	0.9684485515
1474	0.9684055688
1475	0.9683600258
1476	0.9683061705
1477	0.9682702305
1478	0.9682337544
1479	0.9681754282
1480	0.9681199334
1481	0.9680755264
1482	0.9680423236
1483	0.9680255116
1484	0.9679768325
1485	0.9679411747
1486	0.9679027446
1487	0.9678523946
1488	0.9678417587
1489	0.9677853489
1490	0.9677562372
1491	0.9677070558
1492	0.9676641016
1493	0.9676088234
1494	0.9675876135
1495	0.9675303439
1496	0.9674882697
1497	0.96743476
1498	0.9673745121
1499	0.9673534489
1500	0.9673447324
1501	0.9673026883
1502	0.9672633078
1503	0.9672384856
1504	0.9671938927
1505	0.9671324151
1506	0.9670687384
1507	0.9670343153
1508	0.9669832516
1509	0.9669440956
1510	0.966895237
1511	0.9668617947
1512	0.9668298655
1513	0.9667744697
1514	0.966742345
1515	0.9667202829
1516	0.9666739262
1517	0.9666546397
1518	0.96659539
1519	0.9665641363
1520	0.9665170876
1521	0.9664552651
1522	0.9664097484
1523	0.966383507
1524	0.9663653631
1525	0.9663275144
1526	0.9663118595
1527	0.966275442
1528	0.9662274374
1529	0.9661882989
1530	0.9661558492
1531	0.966097732
1532	0.9660728965
1533	0.9660525655
1534	0.9660368491
1535	0.9660100172
1536	0.965971188
1537	0.9659190116
1538	0.9659054397
1539	0.9658725583
1540	0.9658483195
1541	0.9657958118
1542	0.965722302
1543	0.9657053505
1544	0.965667196
1545	0.9656372271
1546	0.9656059201
1547	0.9655596697
1548	0.9655194716
1549	0.9655109051
1550	0.9654939446
1551	0.9654470428
1552	0.9654042848
1553	0.9653465483
1554	0.9653314893
1555	0.9652840812
1556	0.9652382718
1557	0.9651967734
1558	0.9651833822
1559	0.9651470999
1560	0.9651088061
1561	0.9650839096
1562	0.9650217435
1563	0.9649955604
1564	0.9649703451
1565	0.964929702
1566	0.9648820453
1567	0.9648798448
1568	0.9648617119
1569	0.9648346302
1570	0.9648053421
1571	0.9647660208
1572	0.964708821
1573	0.9646696673
1574	0.9646467264
1575	0.9646145103
1576	0.9645989999
1577	0.9645568591
1578	0.9645321802
